1,100,
2,104,
3,114,
4,131,
5,154,
6,187,
7,228,
8,280,
9,342,
10,415,
11,500,
12,597,
13,708,
14,832,
15,970,
16,1123,
17,1290,
18,1473,
19,1672,
20,1887,
21,2119,
22,2369,
23,2635,
24,2920,
25,3224,
26,3545,
27,3886,
28,4247,
29,4627,
30,5028,
31,5449,
32,5891,
33,6354,
34,6839,
35,7346,
36,7875,
37,8426,
38,9000,
39,9597,
40,10218,
41,10862,
42,11531,
43,12223,
44,12940,
45,13683,
46,14450,
47,15243,
48,16061,
49,16906,
50,17776,
51,18673,
52,19597,
53,20548,
54,21527,
55,22533,
56,23566,
57,24628,
58,25718,
59,26837,
60,27984,
61,29160,
62,30366,
63,31601,
64,32867,
65,34162,
66,35487,
67,36843,
68,38229,
69,39646,
70,41095,
71,42575,
72,44086,
73,45629,
74,47205,
75,48812,
76,50453,
77,52125,
78,53831,
79,55570,
80,57342,
81,59148,
82,60987,
83,62860,
84,64768,
85,66710,
86,68686,
87,70697,
88,72744,
89,74825,
90,76942,
91,79094,
92,81282,
93,83506,
94,85767,
95,88063,
96,90396,
97,92766,
98,95173,
99,97617,
